id,label
2884,6
2885,1
2886,5
2887,6
2888,5
2889,3
2890,4
2891,1
2892,4
2893,2
2894,6
2895,4
2896,2
2897,3
2898,2
2899,6
2900,0
2901,0
2902,2
2903,1
2904,3
2905,2
2906,4
2907,5
2908,4
2909,2
2910,2
2911,5
2912,4
2913,2
2914,3
2915,3
2916,2
2917,3
2918,1
2919,3
2920,4
2921,0
2922,2
2923,2
2924,1
2925,0
2926,6
2927,5
2928,1
2929,0
2930,3
2931,6
2932,4
2933,1
2934,6
2935,3
2936,1
2937,0
2938,2
2939,0
2940,6
2941,1
2942,5
2943,4
2944,1
2945,6
2946,1
2947,7
2948,2
2949,6
2950,2
2951,7
2952,3
2953,1
2954,1
2955,1
2956,1
2957,0
2958,0
2959,2
2960,3
2961,3
2962,3
2963,7
2964,1
2965,7
2966,4
2967,1
2968,2
2969,3
2970,5
2971,7
2972,6
2973,7
2974,0
2975,2
2976,4
2977,3
2978,2
2979,0
2980,1
2981,1
2982,4
2983,5
2984,7
2985,6
2986,4
2987,7
2988,2
2989,3
2990,2
2991,6
2992,4
2993,4
